household_id,lat,lon,district,sector,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,urban_rural,risk_score,risk_tier,top_drivers,intervention
HH00001,-1.955656,30.047895,Nyarugenge,Gitega,2,5.0,piped,open_defecation,low,urban,0.7201410219016756,high,Sanitation access | Income level | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00593,-1.954883,30.09648,Nyarugenge,Kigali,1,2.0,piped,improved,medium,urban,0.059277341300926746,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00594,-1.98919,30.09369,Nyarugenge,Kigali,2,3.0,river_lake,basic,low,urban,0.9665933591313444,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00595,-1.966637,30.021798,Nyarugenge,Gitega,1,3.0,unprotected_well,improved,medium,urban,0.35773903503086407,moderate,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00596,-1.983003,30.026052,Nyarugenge,Gitega,1,3.0,protected_well,limited,very_low,rural,0.9433259163029467,critical,Income level | Sanitation access | Water source quality,Social protection — refer to Ubudehe / cash-transfer programme
HH00597,-1.964084,30.02162,Nyarugenge,Gitega,3,5.0,piped,basic,medium,urban,0.08724152943876876,low,Income level | Sanitation access | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00598,-1.951195,30.038368,Nyarugenge,Gitega,3,3.0,protected_well,basic,medium,urban,0.4766054132282041,moderate,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00599,-1.985516,30.071535,Nyarugenge,Kigali,0,3.0,piped,improved,low,urban,0.08542844087738445,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00600,-1.939144,30.048608,Nyarugenge,Nyarugenge,3,2.0,piped,improved,low,urban,0.28186052704927056,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00601,-1.896006,30.137322,Gasabo,Remera,3,2.0,piped,improved,medium,urban,0.10662927911615769,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00602,-1.912323,30.089394,Gasabo,Kimironko,0,4.0,piped,limited,high,urban,0.06518982178838675,low,Sanitation access | Meal frequency (low) | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00603,-1.91358,30.098975,Gasabo,Kimironko,3,3.0,piped,improved,medium,urban,0.06788593628500648,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00604,-1.834666,30.118368,Gasabo,Kacyiru,3,3.0,river_lake,limited,medium,rural,0.9764493782293169,critical,Water source quality | Sanitation access | Income level,WASH upgrade — connect to protected/piped water source
HH00605,-1.839031,30.109963,Gasabo,Kacyiru,1,5.0,piped,improved,low,urban,0.04578238891275334,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00606,-1.854864,30.062353,Gasabo,Kacyiru,1,2.0,piped,open_defecation,medium,urban,0.7082141732011948,high,Sanitation access | Meal frequency (low) | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00607,-1.916126,30.151914,Gasabo,Remera,1,1.0,protected_well,improved,low,rural,0.5516033995987422,high,Income level | Meal frequency (low) | Water source quality,Social protection — refer to Ubudehe / cash-transfer programme
HH00608,-1.916229,30.098036,Gasabo,Kimironko,2,3.0,protected_well,basic,high,urban,0.1778616044050662,low,Water source quality | Sanitation access | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00609,-1.914917,30.156744,Gasabo,Remera,0,5.0,piped,basic,low,urban,0.10930733275697016,low,Income level | Sanitation access | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00610,-1.898327,30.073689,Gasabo,Kimironko,3,3.0,unprotected_well,improved,medium,urban,0.506665022539354,moderate,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00611,-1.870651,30.110815,Gasabo,Kacyiru,5,1.0,piped,limited,very_low,rural,0.9751895336109975,critical,Income level | Sanitation access | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00612,-1.838039,30.141597,Gasabo,Kacyiru,5,1.0,unprotected_well,open_defecation,low,rural,0.9982941520090195,critical,Sanitation access | Water source quality | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00613,-1.83486,30.079299,Gasabo,Kacyiru,0,2.0,piped,open_defecation,medium,urban,0.643387340904831,high,Sanitation access | Meal frequency (low) | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00614,-1.908144,30.09127,Gasabo,Kimironko,2,3.0,unprotected_well,open_defecation,low,urban,0.9891160983517766,critical,Sanitation access | Water source quality | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00615,-1.863021,30.068702,Gasabo,Kacyiru,0,1.0,river_lake,open_defecation,low,rural,0.9979022007253697,critical,Water source quality | Sanitation access | Income level,WASH upgrade — connect to protected/piped water source
HH00616,-1.857228,30.088545,Gasabo,Kacyiru,2,4.0,piped,improved,medium,urban,0.031229844143104347,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00617,-1.894877,30.106478,Gasabo,Kimironko,5,1.0,protected_well,limited,very_low,rural,0.9931368603423409,critical,Income level | Sanitation access | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00618,-1.915424,30.072011,Gasabo,Kimironko,2,4.0,piped,improved,medium,urban,0.031229844143104347,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00619,-1.837064,30.076343,Gasabo,Kacyiru,0,2.0,piped,improved,high,urban,0.013975809394296856,low,Meal frequency (low) | Number of children under 5 | Income level,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00620,-1.914988,30.166714,Gasabo,Remera,1,5.0,unprotected_well,improved,medium,urban,0.17508905210025194,low,Water source quality | Income level | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00621,-1.923057,30.063845,Gasabo,Kimironko,0,3.0,unprotected_well,open_defecation,very_low,rural,0.9936745330308703,critical,Income level | Sanitation access | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00622,-1.921438,30.094737,Gasabo,Kimironko,2,3.0,unprotected_well,improved,high,urban,0.1945367557525753,low,Water source quality | Meal frequency (low) | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00623,-1.911281,30.105119,Gasabo,Kimironko,5,2.0,protected_well,basic,low,rural,0.8926635011037696,critical,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00624,-1.893694,30.064826,Gasabo,Kimironko,3,5.0,piped,improved,high,urban,0.008285302152860033,low,Number of children under 5 | Meal frequency (low) | Income level,Referral — CHW multi-child nutrition screening
HH00625,-1.833196,30.138087,Gasabo,Kacyiru,1,5.0,river_lake,improved,medium,urban,0.43794783391726727,moderate,Water source quality | Income level | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00626,-1.889927,30.137939,Gasabo,Remera,2,2.0,protected_well,open_defecation,very_low,rural,0.9918125021440416,critical,Income level | Sanitation access | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00627,-1.903683,30.14087,Gasabo,Remera,3,4.0,protected_well,open_defecation,medium,urban,0.8606030527076165,critical,Sanitation access | Water source quality | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00628,-1.922636,30.128332,Gasabo,Remera,1,2.0,piped,improved,high,urban,0.019139050063075445,low,Meal frequency (low) | Number of children under 5 | Income level,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00629,-1.896346,30.161565,Gasabo,Remera,1,5.0,protected_well,improved,medium,urban,0.05145285997562017,low,Water source quality | Income level | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00630,-1.921826,30.136574,Gasabo,Remera,0,5.0,piped,improved,low,urban,0.03372631611640622,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00631,-1.860739,30.123569,Gasabo,Kacyiru,0,2.0,unprotected_well,basic,very_low,rural,0.956156407256468,critical,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00632,-1.879988,30.153027,Gasabo,Remera,2,3.0,protected_well,improved,high,urban,0.0583660308629987,low,Water source quality | Meal frequency (low) | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00633,-1.887147,30.127726,Gasabo,Remera,2,2.0,piped,improved,medium,urban,0.0798180534934231,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00634,-1.923906,30.122817,Gasabo,Remera,5,3.0,unprotected_well,limited,low,rural,0.985446330078495,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00635,-1.875581,30.060587,Gasabo,Kimironko,1,4.0,unprotected_well,improved,medium,urban,0.2562536887082525,low,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00636,-1.850888,30.086974,Gasabo,Kacyiru,2,4.0,protected_well,basic,medium,urban,0.29513082468825147,low,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00637,-1.929758,30.081562,Gasabo,Kimironko,1,4.0,piped,improved,medium,urban,0.022888002919258677,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00638,-1.893948,30.073974,Gasabo,Kimironko,3,3.0,river_lake,limited,medium,urban,0.9764493782293169,critical,Water source quality | Sanitation access | Income level,WASH upgrade — connect to protected/piped water source
HH00639,-1.833772,30.072051,Gasabo,Kacyiru,3,5.0,protected_well,improved,high,urban,0.030760089801316774,low,Water source quality | Number of children under 5 | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00640,-1.912629,30.06698,Gasabo,Kimironko,4,2.0,protected_well,limited,very_low,rural,0.9851844163685575,critical,Income level | Sanitation access | Water source quality,Social protection — refer to Ubudehe / cash-transfer programme
HH00641,-1.927466,30.137445,Gasabo,Remera,2,3.0,unprotected_well,basic,medium,urban,0.7126655298001763,high,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00642,-1.898154,30.140463,Gasabo,Remera,1,4.0,protected_well,improved,very_low,urban,0.48019888788646475,moderate,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00643,-1.902467,30.086731,Gasabo,Kimironko,1,2.0,protected_well,basic,medium,urban,0.44271517500129304,moderate,Water source quality | Meal frequency (low) | Income level,WASH upgrade — connect to protected/piped water source
HH00644,-1.90738,30.134119,Gasabo,Remera,3,5.0,piped,improved,low,urban,0.08321545406857253,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00645,-1.892474,30.097708,Gasabo,Kimironko,1,4.0,piped,limited,high,urban,0.08703731473680168,low,Sanitation access | Meal frequency (low) | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00646,-1.92142,30.105341,Gasabo,Kimironko,1,3.0,piped,improved,medium,urban,0.03698996102412804,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00647,-1.893925,30.064513,Gasabo,Kimironko,0,3.0,protected_well,improved,low,urban,0.25869718769544314,low,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00648,-1.870229,30.161453,Gasabo,Kacyiru,1,4.0,piped,basic,high,urban,0.02520487701716214,low,Sanitation access | Meal frequency (low) | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00649,-1.860071,30.142271,Gasabo,Kacyiru,2,2.0,unprotected_well,basic,low,rural,0.927093624779151,critical,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00650,-1.895057,30.080838,Gasabo,Kimironko,2,4.0,piped,basic,medium,urban,0.10210084487637379,low,Income level | Sanitation access | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00651,-1.892576,30.078313,Gasabo,Kimironko,3,4.0,piped,improved,medium,urban,0.04250363920590875,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00652,-1.882708,30.1585,Gasabo,Remera,3,4.0,piped,basic,medium,urban,0.13484341364261695,low,Income level | Sanitation access | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00653,-1.905684,30.071779,Gasabo,Kimironko,3,2.0,protected_well,improved,medium,urban,0.3060547728179434,low,Water source quality | Meal frequency (low) | Income level,WASH upgrade — connect to protected/piped water source
HH00654,-1.886418,30.139436,Gasabo,Remera,4,1.0,protected_well,basic,very_low,rural,0.9686013117647374,critical,Income level | Meal frequency (low) | Water source quality,Social protection — refer to Ubudehe / cash-transfer programme
HH00655,-1.868307,30.132074,Gasabo,Kacyiru,0,2.0,protected_well,basic,low,rural,0.6509392123652622,high,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00656,-1.912181,30.15682,Gasabo,Remera,2,1.0,river_lake,limited,very_low,rural,0.9987956434792821,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00657,-1.859833,30.153775,Gasabo,Kacyiru,2,3.0,piped,improved,medium,urban,0.05022887625794152,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00658,-1.914232,30.153674,Gasabo,Remera,2,3.0,protected_well,basic,medium,urban,0.402122122250862,moderate,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00659,-1.89016,30.146742,Gasabo,Remera,0,2.0,piped,limited,high,urban,0.15502015370384142,low,Sanitation access | Meal frequency (low) | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00660,-1.900767,30.156037,Gasabo,Remera,4,2.0,unprotected_well,open_defecation,low,rural,0.996294180701983,critical,Sanitation access | Water source quality | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00661,-1.916915,30.165935,Gasabo,Remera,2,2.0,piped,improved,low,urban,0.22310697235851135,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00662,-1.890695,30.065731,Gasabo,Kimironko,0,2.0,piped,improved,medium,urban,0.043772752114178734,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00663,-1.912496,30.113714,Gasabo,Remera,0,2.0,protected_well,basic,high,urban,0.15827767434556989,low,Water source quality | Meal frequency (low) | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00664,-1.897981,30.079659,Gasabo,Kimironko,5,1.0,unprotected_well,basic,very_low,rural,0.993780191031896,critical,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00665,-1.912909,30.065834,Gasabo,Kimironko,2,5.0,piped,improved,low,urban,0.061900491764833296,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00666,-1.92433,30.057378,Gasabo,Kimironko,3,2.0,river_lake,open_defecation,low,rural,0.998639266414927,critical,Water source quality | Sanitation access | Income level,WASH upgrade — connect to protected/piped water source
HH00667,-1.904087,30.076425,Gasabo,Kimironko,1,2.0,protected_well,improved,low,urban,0.4343471655486715,moderate,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00668,-1.872588,30.105355,Gasabo,Kacyiru,1,5.0,protected_well,basic,low,urban,0.38120740283919974,moderate,Income level | Water source quality | Sanitation access,Social protection — refer to Ubudehe / cash-transfer programme
HH00669,-1.91876,30.096943,Gasabo,Kimironko,3,2.0,piped,improved,medium,urban,0.10662927911615769,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00670,-1.905941,30.162571,Gasabo,Remera,2,3.0,unprotected_well,limited,low,urban,0.9646135878105785,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00671,-1.912284,30.08956,Gasabo,Kimironko,0,4.0,piped,improved,low,urban,0.054006239410715015,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00672,-1.896176,30.067899,Gasabo,Kimironko,3,5.0,unprotected_well,improved,low,urban,0.5610086009758607,high,Water source quality | Income level | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00673,-1.912607,30.078887,Gasabo,Kimironko,3,2.0,piped,open_defecation,medium,urban,0.8146729670492736,critical,Sanitation access | Meal frequency (low) | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00674,-1.821087,30.081808,Gasabo,Kacyiru,3,4.0,piped,basic,high,urban,0.04655100633624728,low,Sanitation access | Number of children under 5 | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00675,-1.89977,30.145145,Gasabo,Remera,3,3.0,piped,improved,high,urban,0.02203345625587939,low,Meal frequency (low) | Number of children under 5 | Income level,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00676,-1.879294,30.085212,Gasabo,Kimironko,2,2.0,protected_well,improved,medium,urban,0.24423466191005785,low,Water source quality | Meal frequency (low) | Income level,WASH upgrade — connect to protected/piped water source
HH00677,-1.905099,30.139815,Gasabo,Remera,1,3.0,river_lake,improved,medium,urban,0.667018934716246,high,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00678,-1.890548,30.066595,Gasabo,Kimironko,3,5.0,protected_well,improved,high,urban,0.030760089801316774,low,Water source quality | Number of children under 5 | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00679,-1.907103,30.108555,Gasabo,Kimironko,3,3.0,piped,improved,low,urban,0.1948198562722693,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00680,-1.875285,30.142559,Gasabo,Remera,3,5.0,protected_well,basic,low,urban,0.5310174262618543,moderate,Income level | Water source quality | Sanitation access,Social protection — refer to Ubudehe / cash-transfer programme
HH00681,-1.928746,30.090792,Gasabo,Kimironko,3,4.0,unprotected_well,improved,high,urban,0.1690143816283808,low,Water source quality | Number of children under 5 | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00682,-1.883983,30.066446,Gasabo,Kimironko,0,2.0,protected_well,basic,very_low,urban,0.8519974041492981,critical,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00683,-1.887831,30.059958,Gasabo,Kimironko,0,5.0,piped,basic,medium,urban,0.0356490602846821,low,Income level | Sanitation access | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00684,-1.89961,30.114302,Gasabo,Remera,3,4.0,piped,improved,very_low,urban,0.32044593800862453,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00685,-1.917927,30.083276,Gasabo,Kimironko,0,3.0,unprotected_well,improved,high,urban,0.11393276010731848,low,Water source quality | Meal frequency (low) | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00686,-1.883648,30.091181,Gasabo,Kimironko,1,3.0,protected_well,improved,very_low,urban,0.5969327319382434,high,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00687,-1.903417,30.106186,Gasabo,Kimironko,5,3.0,protected_well,limited,medium,rural,0.8466296756678903,critical,Sanitation access | Water source quality | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00688,-1.926548,30.112205,Gasabo,Remera,1,2.0,piped,basic,medium,urban,0.18025122427922619,low,Meal frequency (low) | Income level | Sanitation access,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00689,-1.868089,30.102662,Gasabo,Kacyiru,1,3.0,unprotected_well,open_defecation,low,rural,0.9852930011306427,critical,Sanitation access | Water source quality | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00690,-1.85675,30.135808,Gasabo,Kacyiru,0,4.0,protected_well,limited,high,urban,0.20334279437340977,low,Sanitation access | Water source quality | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00691,-1.874764,30.112463,Gasabo,Kacyiru,2,2.0,piped,basic,medium,urban,0.23086843114639813,low,Meal frequency (low) | Income level | Sanitation access,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00692,-1.927014,30.104639,Gasabo,Kimironko,2,3.0,piped,improved,low,urban,0.14993458634377527,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00693,-1.868268,30.131242,Gasabo,Kacyiru,1,4.0,unprotected_well,open_defecation,medium,urban,0.9268747809276455,critical,Sanitation access | Water source quality | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00694,-1.900142,30.126152,Gasabo,Remera,0,3.0,piped,improved,medium,urban,0.027153346964811826,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00695,-1.878856,30.116013,Gasabo,Remera,0,2.0,piped,improved,medium,urban,0.043772752114178734,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00696,-1.852739,30.10636,Gasabo,Kacyiru,0,1.0,unprotected_well,improved,low,rural,0.7716104511379731,critical,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00697,-1.924568,30.117661,Gasabo,Remera,0,2.0,piped,improved,high,urban,0.013975809394296856,low,Meal frequency (low) | Number of children under 5 | Income level,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00698,-1.917026,30.101014,Gasabo,Kimironko,2,5.0,unprotected_well,improved,medium,urban,0.22509899368989378,low,Water source quality | Income level | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00699,-1.924077,30.136069,Gasabo,Remera,0,4.0,protected_well,improved,medium,urban,0.06063545672507609,low,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00700,-1.904658,30.092918,Gasabo,Kimironko,3,4.0,piped,improved,high,urban,0.013525458764008028,low,Number of children under 5 | Meal frequency (low) | Income level,Referral — CHW multi-child nutrition screening
HH00701,-1.915803,30.101222,Gasabo,Kimironko,1,3.0,protected_well,limited,low,urban,0.8419291826697005,critical,Income level | Sanitation access | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00702,-1.91933,30.147794,Gasabo,Remera,1,5.0,protected_well,improved,low,urban,0.15317562991859632,low,Income level | Water source quality | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00703,-1.882158,30.107433,Gasabo,Kimironko,2,2.0,piped,open_defecation,low,urban,0.9126070500850048,critical,Sanitation access | Income level | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00704,-1.853997,30.140212,Gasabo,Kacyiru,4,2.0,unprotected_well,open_defecation,medium,rural,0.9879092147389095,critical,Sanitation access | Water source quality | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00705,-1.820761,30.098621,Gasabo,Kacyiru,2,5.0,piped,improved,low,urban,0.061900491764833296,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00706,-1.896535,30.130266,Gasabo,Remera,3,5.0,piped,limited,low,urban,0.5191540788526263,moderate,Income level | Sanitation access | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00707,-1.861722,30.085852,Gasabo,Kacyiru,4,2.0,piped,limited,low,rural,0.8535479646742157,critical,Income level | Sanitation access | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00708,-1.874326,30.126545,Gasabo,Kacyiru,1,5.0,river_lake,improved,high,urban,0.19862009879989098,low,Water source quality | Number of children under 5 | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00709,-1.910917,30.147101,Gasabo,Remera,0,3.0,piped,improved,high,urban,0.0085630628463388,low,Meal frequency (low) | Number of children under 5 | Income level,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00710,-1.856952,30.066513,Gasabo,Kacyiru,0,3.0,protected_well,limited,high,urban,0.29023873796089394,low,Sanitation access | Water source quality | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00711,-1.879332,30.136077,Gasabo,Remera,1,2.0,piped,basic,low,urban,0.41470192245991405,moderate,Income level | Meal frequency (low) | Sanitation access,Social protection — refer to Ubudehe / cash-transfer programme
HH00712,-1.91032,30.099658,Gasabo,Kimironko,1,2.0,protected_well,basic,low,urban,0.7157461743717483,high,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00713,-1.827219,30.121067,Gasabo,Kacyiru,3,3.0,piped,improved,low,urban,0.1948198562722693,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00714,-1.863792,30.157454,Gasabo,Kacyiru,3,5.0,protected_well,basic,low,urban,0.5310174262618543,moderate,Income level | Water source quality | Sanitation access,Social protection — refer to Ubudehe / cash-transfer programme
HH00715,-1.907083,30.077005,Gasabo,Kimironko,3,5.0,unprotected_well,basic,high,urban,0.2997316428653393,low,Water source quality | Sanitation access | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00716,-1.881353,30.109351,Gasabo,Kimironko,1,1.0,unprotected_well,open_defecation,very_low,rural,0.998199341994443,critical,Income level | Sanitation access | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00717,-1.928338,30.144853,Gasabo,Remera,4,1.0,unprotected_well,limited,low,rural,0.9923400200494628,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00718,-1.829403,30.081103,Gasabo,Kacyiru,0,3.0,protected_well,basic,high,urban,0.10368900116143956,low,Water source quality | Sanitation access | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00719,-1.919508,30.082054,Gasabo,Kimironko,3,5.0,unprotected_well,basic,medium,urban,0.5685719585943195,high,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00720,-1.851145,30.102281,Gasabo,Kacyiru,0,2.0,piped,improved,low,urban,0.13247008469772542,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00721,-1.908869,30.12006,Gasabo,Remera,0,4.0,protected_well,basic,medium,urban,0.18381352973270526,low,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00722,-1.885004,30.071721,Gasabo,Kimironko,2,4.0,protected_well,improved,high,urban,0.03643247690036602,low,Water source quality | Number of children under 5 | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00723,-1.877203,30.065126,Gasabo,Kimironko,3,3.0,piped,improved,medium,urban,0.06788593628500648,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00724,-1.823714,30.128059,Gasabo,Kacyiru,2,2.0,river_lake,limited,very_low,urban,0.9980605829439894,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00725,-1.893808,30.080481,Gasabo,Kimironko,1,3.0,protected_well,improved,low,urban,0.32274461687136025,low,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00726,-1.921445,30.064104,Gasabo,Kimironko,5,1.0,river_lake,open_defecation,very_low,rural,0.999854037863827,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00727,-1.910638,30.141557,Gasabo,Remera,3,1.0,unprotected_well,improved,low,rural,0.8926293627448736,critical,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
