household_id,lat,lon,district,sector,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,urban_rural
HH00595,-1.966637,30.021798,Nyarugenge,Gitega,1,3.0,unprotected_well,improved,medium,urban
HH00596,-1.983003,30.026052,Nyarugenge,Gitega,1,3.0,protected_well,limited,very_low,rural
HH00597,-1.964084,30.02162,Nyarugenge,Gitega,3,5.0,piped,basic,medium,urban
HH00598,-1.951195,30.038368,Nyarugenge,Gitega,3,3.0,protected_well,basic,medium,urban
HH00599,-1.985516,30.071535,Nyarugenge,Kigali,0,3.0,piped,improved,low,urban
HH00600,-1.939144,30.048608,Nyarugenge,Nyarugenge,3,2.0,piped,improved,low,urban
HH00601,-1.896006,30.137322,Gasabo,Remera,3,2.0,piped,improved,medium,urban
HH00602,-1.912323,30.089394,Gasabo,Kimironko,0,4.0,piped,limited,high,urban
HH00603,-1.91358,30.098975,Gasabo,Kimironko,3,3.0,piped,improved,medium,urban
HH00604,-1.834666,30.118368,Gasabo,Kacyiru,3,3.0,river_lake,limited,medium,rural
HH00605,-1.839031,30.109963,Gasabo,Kacyiru,1,5.0,piped,improved,low,urban
HH00606,-1.854864,30.062353,Gasabo,Kacyiru,1,2.0,piped,open_defecation,medium,urban
HH00607,-1.916126,30.151914,Gasabo,Remera,1,1.0,protected_well,improved,low,rural
HH00608,-1.916229,30.098036,Gasabo,Kimironko,2,3.0,protected_well,basic,high,urban
HH00609,-1.914917,30.156744,Gasabo,Remera,0,5.0,piped,basic,low,urban
HH00610,-1.898327,30.073689,Gasabo,Kimironko,3,3.0,unprotected_well,improved,medium,urban
HH00611,-1.870651,30.110815,Gasabo,Kacyiru,5,1.0,piped,limited,very_low,rural
HH00612,-1.838039,30.141597,Gasabo,Kacyiru,5,1.0,unprotected_well,open_defecation,low,rural
HH00613,-1.83486,30.079299,Gasabo,Kacyiru,0,2.0,piped,open_defecation,medium,urban
HH00614,-1.908144,30.09127,Gasabo,Kimironko,2,3.0,unprotected_well,open_defecation,low,urban
HH00615,-1.863021,30.068702,Gasabo,Kacyiru,0,1.0,river_lake,open_defecation,low,rural
HH00616,-1.857228,30.088545,Gasabo,Kacyiru,2,4.0,piped,improved,medium,urban
HH00617,-1.894877,30.106478,Gasabo,Kimironko,5,1.0,protected_well,limited,very_low,rural
HH00618,-1.915424,30.072011,Gasabo,Kimironko,2,4.0,piped,improved,medium,urban
HH00619,-1.837064,30.076343,Gasabo,Kacyiru,0,2.0,piped,improved,high,urban
HH00620,-1.914988,30.166714,Gasabo,Remera,1,5.0,unprotected_well,improved,medium,urban
HH00621,-1.923057,30.063845,Gasabo,Kimironko,0,3.0,unprotected_well,open_defecation,very_low,rural
HH00622,-1.921438,30.094737,Gasabo,Kimironko,2,3.0,unprotected_well,improved,high,urban
HH00623,-1.911281,30.105119,Gasabo,Kimironko,5,2.0,protected_well,basic,low,rural
HH00624,-1.893694,30.064826,Gasabo,Kimironko,3,5.0,piped,improved,high,urban
HH00625,-1.833196,30.138087,Gasabo,Kacyiru,1,5.0,river_lake,improved,medium,urban
HH00626,-1.889927,30.137939,Gasabo,Remera,2,2.0,protected_well,open_defecation,very_low,rural
HH00627,-1.903683,30.14087,Gasabo,Remera,3,4.0,protected_well,open_defecation,medium,urban
HH00628,-1.922636,30.128332,Gasabo,Remera,1,2.0,piped,improved,high,urban
HH00629,-1.896346,30.161565,Gasabo,Remera,1,5.0,protected_well,improved,medium,urban
HH00630,-1.921826,30.136574,Gasabo,Remera,0,5.0,piped,improved,low,urban
HH00631,-1.860739,30.123569,Gasabo,Kacyiru,0,2.0,unprotected_well,basic,very_low,rural
HH00632,-1.879988,30.153027,Gasabo,Remera,2,3.0,protected_well,improved,high,urban
HH00633,-1.887147,30.127726,Gasabo,Remera,2,2.0,piped,improved,medium,urban
HH00634,-1.923906,30.122817,Gasabo,Remera,5,3.0,unprotected_well,limited,low,rural
HH00635,-1.875581,30.060587,Gasabo,Kimironko,1,4.0,unprotected_well,improved,medium,urban
HH00636,-1.850888,30.086974,Gasabo,Kacyiru,2,4.0,protected_well,basic,medium,urban
HH00637,-1.929758,30.081562,Gasabo,Kimironko,1,4.0,piped,improved,medium,urban
HH00638,-1.893948,30.073974,Gasabo,Kimironko,3,3.0,river_lake,limited,medium,urban
HH00639,-1.833772,30.072051,Gasabo,Kacyiru,3,5.0,protected_well,improved,high,urban
HH00640,-1.912629,30.06698,Gasabo,Kimironko,4,2.0,protected_well,limited,very_low,rural
HH00641,-1.927466,30.137445,Gasabo,Remera,2,3.0,unprotected_well,basic,medium,urban
HH00642,-1.898154,30.140463,Gasabo,Remera,1,4.0,protected_well,improved,very_low,urban
HH00643,-1.902467,30.086731,Gasabo,Kimironko,1,2.0,protected_well,basic,medium,urban
HH00644,-1.90738,30.134119,Gasabo,Remera,3,5.0,piped,improved,low,urban
HH00645,-1.892474,30.097708,Gasabo,Kimironko,1,4.0,piped,limited,high,urban
HH00646,-1.92142,30.105341,Gasabo,Kimironko,1,3.0,piped,improved,medium,urban
HH00647,-1.893925,30.064513,Gasabo,Kimironko,0,3.0,protected_well,improved,low,urban
HH00648,-1.870229,30.161453,Gasabo,Kacyiru,1,4.0,piped,basic,high,urban
HH00649,-1.860071,30.142271,Gasabo,Kacyiru,2,2.0,unprotected_well,basic,low,rural
HH00650,-1.895057,30.080838,Gasabo,Kimironko,2,4.0,piped,basic,medium,urban
HH00651,-1.892576,30.078313,Gasabo,Kimironko,3,4.0,piped,improved,medium,urban
HH00652,-1.882708,30.1585,Gasabo,Remera,3,4.0,piped,basic,medium,urban
HH00653,-1.905684,30.071779,Gasabo,Kimironko,3,2.0,protected_well,improved,medium,urban
HH00654,-1.886418,30.139436,Gasabo,Remera,4,1.0,protected_well,basic,very_low,rural
HH00655,-1.868307,30.132074,Gasabo,Kacyiru,0,2.0,protected_well,basic,low,rural
HH00656,-1.912181,30.15682,Gasabo,Remera,2,1.0,river_lake,limited,very_low,rural
HH00657,-1.859833,30.153775,Gasabo,Kacyiru,2,3.0,piped,improved,medium,urban
HH00658,-1.914232,30.153674,Gasabo,Remera,2,3.0,protected_well,basic,medium,urban
HH00659,-1.89016,30.146742,Gasabo,Remera,0,2.0,piped,limited,high,urban
HH00660,-1.900767,30.156037,Gasabo,Remera,4,2.0,unprotected_well,open_defecation,low,rural
HH00661,-1.916915,30.165935,Gasabo,Remera,2,2.0,piped,improved,low,urban
HH00662,-1.890695,30.065731,Gasabo,Kimironko,0,2.0,piped,improved,medium,urban
HH00663,-1.912496,30.113714,Gasabo,Remera,0,2.0,protected_well,basic,high,urban
HH00664,-1.897981,30.079659,Gasabo,Kimironko,5,1.0,unprotected_well,basic,very_low,rural
HH00665,-1.912909,30.065834,Gasabo,Kimironko,2,5.0,piped,improved,low,urban
HH00666,-1.92433,30.057378,Gasabo,Kimironko,3,2.0,river_lake,open_defecation,low,rural
HH00667,-1.904087,30.076425,Gasabo,Kimironko,1,2.0,protected_well,improved,low,urban
HH00668,-1.872588,30.105355,Gasabo,Kacyiru,1,5.0,protected_well,basic,low,urban
HH00669,-1.91876,30.096943,Gasabo,Kimironko,3,2.0,piped,improved,medium,urban
HH00670,-1.905941,30.162571,Gasabo,Remera,2,3.0,unprotected_well,limited,low,urban
HH00671,-1.912284,30.08956,Gasabo,Kimironko,0,4.0,piped,improved,low,urban
HH00672,-1.896176,30.067899,Gasabo,Kimironko,3,5.0,unprotected_well,improved,low,urban
HH00673,-1.912607,30.078887,Gasabo,Kimironko,3,2.0,piped,open_defecation,medium,urban
HH00674,-1.821087,30.081808,Gasabo,Kacyiru,3,4.0,piped,basic,high,urban
HH00675,-1.89977,30.145145,Gasabo,Remera,3,3.0,piped,improved,high,urban
HH00676,-1.879294,30.085212,Gasabo,Kimironko,2,2.0,protected_well,improved,medium,urban
HH00677,-1.905099,30.139815,Gasabo,Remera,1,3.0,river_lake,improved,medium,urban
HH00678,-1.890548,30.066595,Gasabo,Kimironko,3,5.0,protected_well,improved,high,urban
HH00679,-1.907103,30.108555,Gasabo,Kimironko,3,3.0,piped,improved,low,urban
HH00680,-1.875285,30.142559,Gasabo,Remera,3,5.0,protected_well,basic,low,urban
HH00681,-1.928746,30.090792,Gasabo,Kimironko,3,4.0,unprotected_well,improved,high,urban
HH00682,-1.883983,30.066446,Gasabo,Kimironko,0,2.0,protected_well,basic,very_low,urban
HH00683,-1.887831,30.059958,Gasabo,Kimironko,0,5.0,piped,basic,medium,urban
HH00684,-1.89961,30.114302,Gasabo,Remera,3,4.0,piped,improved,very_low,urban
HH00685,-1.917927,30.083276,Gasabo,Kimironko,0,3.0,unprotected_well,improved,high,urban
HH00686,-1.883648,30.091181,Gasabo,Kimironko,1,3.0,protected_well,improved,very_low,urban
HH00687,-1.903417,30.106186,Gasabo,Kimironko,5,3.0,protected_well,limited,medium,rural
HH00688,-1.926548,30.112205,Gasabo,Remera,1,2.0,piped,basic,medium,urban
HH00689,-1.868089,30.102662,Gasabo,Kacyiru,1,3.0,unprotected_well,open_defecation,low,rural
HH00690,-1.85675,30.135808,Gasabo,Kacyiru,0,4.0,protected_well,limited,high,urban
HH00691,-1.874764,30.112463,Gasabo,Kacyiru,2,2.0,piped,basic,medium,urban
HH00692,-1.927014,30.104639,Gasabo,Kimironko,2,3.0,piped,improved,low,urban
HH00693,-1.868268,30.131242,Gasabo,Kacyiru,1,4.0,unprotected_well,open_defecation,medium,urban
HH00694,-1.900142,30.126152,Gasabo,Remera,0,3.0,piped,improved,medium,urban
HH00695,-1.878856,30.116013,Gasabo,Remera,0,2.0,piped,improved,medium,urban
HH00696,-1.852739,30.10636,Gasabo,Kacyiru,0,1.0,unprotected_well,improved,low,rural
HH00697,-1.924568,30.117661,Gasabo,Remera,0,2.0,piped,improved,high,urban
HH00698,-1.917026,30.101014,Gasabo,Kimironko,2,5.0,unprotected_well,improved,medium,urban
HH00699,-1.924077,30.136069,Gasabo,Remera,0,4.0,protected_well,improved,medium,urban
HH00700,-1.904658,30.092918,Gasabo,Kimironko,3,4.0,piped,improved,high,urban
HH00701,-1.915803,30.101222,Gasabo,Kimironko,1,3.0,protected_well,limited,low,urban
HH00702,-1.91933,30.147794,Gasabo,Remera,1,5.0,protected_well,improved,low,urban
HH00703,-1.882158,30.107433,Gasabo,Kimironko,2,2.0,piped,open_defecation,low,urban
HH00704,-1.853997,30.140212,Gasabo,Kacyiru,4,2.0,unprotected_well,open_defecation,medium,rural
HH00705,-1.820761,30.098621,Gasabo,Kacyiru,2,5.0,piped,improved,low,urban
HH00706,-1.896535,30.130266,Gasabo,Remera,3,5.0,piped,limited,low,urban
HH00707,-1.861722,30.085852,Gasabo,Kacyiru,4,2.0,piped,limited,low,rural
HH00708,-1.874326,30.126545,Gasabo,Kacyiru,1,5.0,river_lake,improved,high,urban
HH00709,-1.910917,30.147101,Gasabo,Remera,0,3.0,piped,improved,high,urban
HH00710,-1.856952,30.066513,Gasabo,Kacyiru,0,3.0,protected_well,limited,high,urban
HH00711,-1.879332,30.136077,Gasabo,Remera,1,2.0,piped,basic,low,urban
HH00712,-1.91032,30.099658,Gasabo,Kimironko,1,2.0,protected_well,basic,low,urban
HH00713,-1.827219,30.121067,Gasabo,Kacyiru,3,3.0,piped,improved,low,urban
HH00714,-1.863792,30.157454,Gasabo,Kacyiru,3,5.0,protected_well,basic,low,urban
HH00715,-1.907083,30.077005,Gasabo,Kimironko,3,5.0,unprotected_well,basic,high,urban
HH00716,-1.881353,30.109351,Gasabo,Kimironko,1,1.0,unprotected_well,open_defecation,very_low,rural
HH00717,-1.928338,30.144853,Gasabo,Remera,4,1.0,unprotected_well,limited,low,rural
HH00718,-1.829403,30.081103,Gasabo,Kacyiru,0,3.0,protected_well,basic,high,urban
HH00719,-1.919508,30.082054,Gasabo,Kimironko,3,5.0,unprotected_well,basic,medium,urban
HH00720,-1.851145,30.102281,Gasabo,Kacyiru,0,2.0,piped,improved,low,urban
HH00721,-1.908869,30.12006,Gasabo,Remera,0,4.0,protected_well,basic,medium,urban
HH00722,-1.885004,30.071721,Gasabo,Kimironko,2,4.0,protected_well,improved,high,urban
HH00723,-1.877203,30.065126,Gasabo,Kimironko,3,3.0,piped,improved,medium,urban
HH00724,-1.823714,30.128059,Gasabo,Kacyiru,2,2.0,river_lake,limited,very_low,urban
HH00725,-1.893808,30.080481,Gasabo,Kimironko,1,3.0,protected_well,improved,low,urban
HH00726,-1.921445,30.064104,Gasabo,Kimironko,5,1.0,river_lake,open_defecation,very_low,rural
HH00727,-1.910638,30.141557,Gasabo,Remera,3,1.0,unprotected_well,improved,low,rural
HH00728,-1.823759,30.115344,Gasabo,Kacyiru,0,2.0,piped,basic,high,urban
HH00729,-1.924158,30.152697,Gasabo,Remera,1,4.0,piped,limited,low,urban
HH00730,-1.924686,30.091791,Gasabo,Kimironko,2,5.0,piped,limited,medium,urban
HH00731,-1.905198,30.08852,Gasabo,Kimironko,1,2.0,river_lake,improved,high,urban
HH00732,-1.881389,30.162192,Gasabo,Remera,2,4.0,unprotected_well,improved,medium,urban
HH00733,-1.916957,30.129788,Gasabo,Remera,1,3.0,unprotected_well,improved,very_low,urban
HH00734,-1.91598,30.066416,Gasabo,Kimironko,3,3.0,piped,improved,low,urban
HH00735,-1.907999,30.155228,Gasabo,Remera,0,3.0,protected_well,improved,medium,urban
HH00736,-1.923941,30.165961,Gasabo,Remera,2,4.0,piped,improved,high,urban
HH00737,-1.906382,30.149044,Gasabo,Remera,0,3.0,piped,limited,medium,urban
HH00738,-1.885419,30.075873,Gasabo,Kimironko,5,2.0,river_lake,limited,low,rural
HH00739,-1.896633,30.132316,Gasabo,Remera,0,5.0,piped,open_defecation,medium,urban
HH00740,-1.899715,30.127953,Gasabo,Remera,1,2.0,river_lake,basic,low,urban
HH00741,-1.855737,30.076371,Gasabo,Kacyiru,2,3.0,protected_well,limited,medium,urban
HH00742,-1.92179,30.108119,Gasabo,Kimironko,3,5.0,piped,improved,high,urban
HH00743,-1.866411,30.078351,Gasabo,Kacyiru,2,2.0,unprotected_well,improved,high,urban
HH00744,-1.91207,30.119049,Gasabo,Remera,4,3.0,river_lake,limited,very_low,rural
HH00745,-1.912161,30.151433,Gasabo,Remera,0,4.0,protected_well,open_defecation,medium,urban
HH00746,-1.896246,30.08047,Gasabo,Kimironko,2,5.0,protected_well,basic,high,urban
HH00747,-1.907245,30.088596,Gasabo,Kimironko,1,2.0,unprotected_well,limited,medium,rural
HH00748,-1.844857,30.118221,Gasabo,Kacyiru,4,1.0,piped,limited,low,rural
HH00749,-1.914221,30.147844,Gasabo,Remera,0,2.0,protected_well,improved,medium,urban
HH00750,-1.871219,30.10572,Gasabo,Kacyiru,0,5.0,piped,basic,low,urban
HH00751,-1.83272,30.063487,Gasabo,Kacyiru,3,4.0,piped,improved,high,urban
HH00752,-1.923773,30.148778,Gasabo,Remera,2,2.0,piped,basic,high,urban
HH00753,-1.886883,30.077656,Gasabo,Kimironko,3,3.0,protected_well,improved,medium,urban
HH00754,-1.91995,30.105586,Gasabo,Kimironko,1,3.0,piped,basic,medium,urban
HH00755,-1.831029,30.071659,Gasabo,Kacyiru,1,1.0,river_lake,limited,high,rural
HH00756,-1.918454,30.150282,Gasabo,Remera,3,4.0,piped,limited,low,urban
HH00757,-1.855107,30.117405,Gasabo,Kacyiru,5,2.0,unprotected_well,open_defecation,medium,rural
HH00758,-1.909647,30.159717,Gasabo,Remera,1,5.0,piped,improved,medium,urban
HH00759,-1.86426,30.141626,Gasabo,Kacyiru,0,2.0,unprotected_well,improved,high,urban
HH00760,-1.888779,30.12801,Gasabo,Remera,0,2.0,protected_well,open_defecation,very_low,rural
HH00761,-1.926519,30.153723,Gasabo,Remera,1,5.0,piped,improved,very_low,urban
HH00762,-1.841115,30.141949,Gasabo,Kacyiru,0,4.0,protected_well,open_defecation,low,urban
HH00763,-1.875178,30.117409,Gasabo,Remera,1,1.0,protected_well,open_defecation,medium,rural
HH00764,-1.885975,30.105486,Gasabo,Kimironko,1,1.0,unprotected_well,basic,very_low,rural
HH00765,-1.892555,30.106262,Gasabo,Kimironko,5,1.0,protected_well,open_defecation,low,rural
HH00766,-1.854059,30.136153,Gasabo,Kacyiru,4,2.0,unprotected_well,open_defecation,very_low,rural
HH00767,-1.877531,30.165276,Gasabo,Remera,1,2.0,river_lake,improved,medium,urban
HH00768,-1.870275,30.124044,Gasabo,Kacyiru,0,2.0,piped,improved,medium,urban
HH00769,-1.834044,30.159501,Gasabo,Kacyiru,5,1.0,unprotected_well,limited,low,rural
HH00770,-1.888955,30.156072,Gasabo,Remera,0,3.0,unprotected_well,improved,medium,urban
HH00771,-1.899806,30.151816,Gasabo,Remera,0,2.0,piped,open_defecation,very_low,urban
HH00772,-1.916604,30.152566,Gasabo,Remera,2,3.0,river_lake,open_defecation,very_low,rural
HH00773,-1.867715,30.06956,Gasabo,Kacyiru,2,5.0,protected_well,basic,medium,urban
HH00774,-1.853212,30.102532,Gasabo,Kacyiru,2,4.0,protected_well,basic,medium,urban
HH00775,-1.884331,30.11544,Gasabo,Remera,2,4.0,protected_well,improved,high,urban
HH00776,-1.846201,30.144318,Gasabo,Kacyiru,1,3.0,piped,improved,medium,urban
HH00777,-1.890349,30.121569,Gasabo,Remera,4,3.0,unprotected_well,basic,low,rural
HH00778,-1.886449,30.093902,Gasabo,Kimironko,2,4.0,piped,improved,low,urban
HH00779,-1.901806,30.083035,Gasabo,Kimironko,3,1.0,protected_well,limited,low,rural
HH00780,-1.904575,30.105906,Gasabo,Kimironko,3,5.0,unprotected_well,improved,high,urban
HH00781,-1.873697,30.084639,Gasabo,Kacyiru,3,3.0,piped,open_defecation,low,rural
HH00782,-1.916115,30.14509,Gasabo,Remera,2,5.0,piped,basic,low,urban
HH00783,-1.890645,30.119056,Gasabo,Remera,3,1.0,protected_well,limited,low,rural
HH00784,-1.920891,30.083278,Gasabo,Kimironko,1,5.0,protected_well,improved,low,urban
HH00785,-1.886814,30.10979,Gasabo,Kimironko,1,3.0,piped,improved,medium,urban
HH00786,-1.925333,30.110156,Gasabo,Kimironko,0,2.0,unprotected_well,limited,very_low,rural
HH00787,-1.828757,30.115209,Gasabo,Kacyiru,2,5.0,piped,limited,high,urban
HH00788,-1.904432,30.105476,Gasabo,Kimironko,0,5.0,protected_well,basic,medium,urban
HH00789,-1.845904,30.086983,Gasabo,Kacyiru,3,5.0,piped,basic,low,urban
HH00790,-1.85889,30.108233,Gasabo,Kacyiru,3,1.0,piped,open_defecation,low,rural
HH00791,-1.88505,30.16026,Gasabo,Remera,5,1.0,piped,open_defecation,medium,rural
HH00792,-1.915286,30.087396,Gasabo,Kimironko,3,5.0,piped,improved,low,urban
HH00793,-1.921875,30.101886,Gasabo,Kimironko,2,4.0,piped,improved,high,urban
HH00794,-1.839137,30.095173,Gasabo,Kacyiru,1,4.0,piped,improved,high,urban
HH00795,-1.925859,30.093743,Gasabo,Kimironko,3,4.0,piped,improved,high,urban
HH00796,-1.891809,30.125236,Gasabo,Remera,3,4.0,protected_well,improved,low,urban
HH00797,-1.90055,30.111747,Gasabo,Kimironko,1,3.0,river_lake,improved,low,urban
HH00798,-1.893375,30.139548,Gasabo,Remera,2,4.0,piped,limited,medium,urban
HH00799,-1.854209,30.161504,Gasabo,Kacyiru,2,3.0,piped,improved,low,urban
HH00800,-1.843542,30.098391,Gasabo,Kacyiru,4,2.0,unprotected_well,open_defecation,very_low,rural
HH00801,-1.898695,30.120604,Gasabo,Remera,3,3.0,piped,improved,low,urban
HH00802,-1.827852,30.140608,Gasabo,Kacyiru,0,4.0,protected_well,improved,low,urban
HH00803,-1.829719,30.138823,Gasabo,Kacyiru,2,2.0,unprotected_well,open_defecation,low,urban
HH00804,-1.883875,30.10491,Gasabo,Kimironko,1,1.0,protected_well,basic,very_low,rural
HH00805,-1.923156,30.113135,Gasabo,Remera,0,3.0,river_lake,limited,very_low,urban
HH00806,-1.906577,30.081933,Gasabo,Kimironko,2,5.0,piped,basic,very_low,urban
HH00807,-1.924716,30.126639,Gasabo,Remera,0,3.0,piped,improved,medium,urban
HH00808,-1.873478,30.061205,Gasabo,Kacyiru,3,2.0,piped,basic,low,urban
HH00809,-1.866502,30.101156,Gasabo,Kacyiru,3,4.0,piped,limited,medium,urban
HH00810,-1.922494,30.107522,Gasabo,Kimironko,3,2.0,piped,improved,high,urban
HH00811,-1.910325,30.060777,Gasabo,Kimironko,0,4.0,unprotected_well,improved,high,urban
HH00812,-1.924733,30.156021,Gasabo,Remera,2,2.0,piped,improved,medium,urban
HH00813,-1.841106,30.123767,Gasabo,Kacyiru,0,2.0,river_lake,improved,high,urban
HH00814,-1.922322,30.142407,Gasabo,Remera,1,4.0,piped,limited,low,urban
HH00815,-1.867891,30.097449,Gasabo,Kacyiru,2,3.0,unprotected_well,improved,low,rural
HH00816,-1.907363,30.098947,Gasabo,Kimironko,0,2.0,unprotected_well,basic,very_low,rural
HH00817,-1.892221,30.075794,Gasabo,Kimironko,3,2.0,piped,improved,medium,urban
HH00818,-1.923584,30.072812,Gasabo,Kimironko,1,3.0,protected_well,basic,medium,urban
HH00819,-1.864521,30.07715,Gasabo,Kacyiru,4,1.0,unprotected_well,basic,medium,rural
HH00820,-1.896335,30.092759,Gasabo,Kimironko,2,5.0,protected_well,improved,very_low,urban
HH00821,-1.855285,30.088134,Gasabo,Kacyiru,2,5.0,piped,improved,medium,urban
HH00822,-1.878768,30.094914,Gasabo,Kimironko,3,3.0,protected_well,improved,medium,urban
HH00823,-1.849689,30.095027,Gasabo,Kacyiru,2,4.0,protected_well,open_defecation,medium,urban
HH00824,-1.906595,30.166484,Gasabo,Remera,1,5.0,protected_well,improved,medium,urban
HH00825,-1.885374,30.093331,Gasabo,Kimironko,0,2.0,piped,basic,low,urban
HH00826,-1.896398,30.103188,Gasabo,Kimironko,0,5.0,piped,improved,medium,urban
HH00827,-1.921821,30.082297,Gasabo,Kimironko,1,3.0,river_lake,improved,medium,urban
HH00828,-1.921906,30.149255,Gasabo,Remera,3,2.0,piped,improved,high,urban
HH00829,-1.908991,30.144928,Gasabo,Remera,1,2.0,piped,improved,medium,urban
HH00830,-1.851,30.105912,Gasabo,Kacyiru,2,4.0,piped,basic,high,urban
HH00831,-1.912862,30.136874,Gasabo,Remera,3,2.0,piped,limited,medium,urban
HH00832,-1.855635,30.06526,Gasabo,Kacyiru,2,3.0,piped,basic,low,urban
HH00833,-1.872954,30.144086,Gasabo,Kacyiru,2,4.0,piped,improved,very_low,urban
HH00834,-1.854175,30.148656,Gasabo,Kacyiru,3,3.0,piped,improved,medium,urban
HH00835,-1.923909,30.138521,Gasabo,Remera,2,5.0,piped,limited,high,urban
HH00836,-1.905069,30.10311,Gasabo,Kimironko,0,2.0,piped,limited,high,urban
HH00837,-1.842345,30.05984,Gasabo,Kacyiru,2,3.0,piped,basic,medium,urban
HH00838,-1.926737,30.154336,Gasabo,Remera,3,5.0,piped,improved,high,urban
HH00839,-1.876729,30.075398,Gasabo,Kimironko,3,4.0,unprotected_well,basic,very_low,urban
HH00840,-1.867758,30.144562,Gasabo,Kacyiru,5,2.0,river_lake,limited,low,rural
HH00841,-1.846318,30.074801,Gasabo,Kacyiru,1,2.0,protected_well,improved,low,urban
HH00842,-1.835982,30.074245,Gasabo,Kacyiru,2,2.0,unprotected_well,open_defecation,high,urban
HH00843,-1.891143,30.083881,Gasabo,Kimironko,2,4.0,protected_well,improved,medium,urban
HH00844,-1.842133,30.077272,Gasabo,Kacyiru,0,2.0,unprotected_well,basic,medium,urban
HH00845,-1.901993,30.137822,Gasabo,Remera,3,2.0,river_lake,limited,low,rural
HH00846,-1.89074,30.160017,Gasabo,Remera,1,3.0,unprotected_well,limited,medium,urban
HH00847,-1.835012,30.111433,Gasabo,Kacyiru,0,2.0,unprotected_well,open_defecation,very_low,rural
HH00848,-1.859952,30.111987,Gasabo,Kacyiru,1,5.0,piped,limited,medium,urban
HH00849,-1.901397,30.119098,Gasabo,Remera,0,3.0,unprotected_well,improved,medium,urban
HH00850,-1.891387,30.105464,Gasabo,Kimironko,1,5.0,piped,open_defecation,low,urban
HH00851,-1.881835,30.128026,Gasabo,Remera,1,2.0,piped,basic,low,urban
HH00852,-1.920467,30.160257,Gasabo,Remera,0,3.0,piped,improved,very_low,urban
HH00853,-1.912463,30.119334,Gasabo,Remera,1,2.0,protected_well,basic,low,urban
HH00854,-1.885248,30.06586,Gasabo,Kimironko,0,2.0,piped,improved,medium,urban
HH00855,-1.918518,30.0927,Gasabo,Kimironko,3,3.0,protected_well,improved,very_low,rural
HH00856,-1.900614,30.120662,Gasabo,Remera,4,2.0,unprotected_well,basic,very_low,rural
HH00857,-1.893179,30.100057,Gasabo,Kimironko,0,3.0,piped,improved,high,urban
HH00858,-1.922495,30.134613,Gasabo,Remera,2,4.0,piped,improved,very_low,urban
HH00859,-1.912719,30.158988,Gasabo,Remera,2,3.0,protected_well,improved,very_low,urban
HH00860,-1.862591,30.073844,Gasabo,Kacyiru,4,2.0,unprotected_well,limited,low,rural
HH00861,-1.903004,30.072045,Gasabo,Kimironko,0,3.0,protected_well,basic,medium,urban
HH00862,-1.835792,30.081747,Gasabo,Kacyiru,2,2.0,protected_well,basic,medium,urban
HH00863,-1.889521,30.164468,Gasabo,Remera,3,5.0,unprotected_well,improved,low,urban
HH00864,-1.868673,30.061997,Gasabo,Kacyiru,1,3.0,protected_well,improved,medium,urban
HH00865,-1.827233,30.137842,Gasabo,Kacyiru,0,5.0,river_lake,limited,medium,urban
HH00866,-1.875489,30.126355,Gasabo,Remera,3,3.0,protected_well,limited,high,urban
HH00867,-1.904038,30.077575,Gasabo,Kimironko,1,2.0,protected_well,limited,medium,urban
HH00868,-1.887485,30.11424,Gasabo,Remera,3,3.0,river_lake,improved,low,rural
HH00869,-1.865135,30.139732,Gasabo,Kacyiru,3,5.0,piped,improved,low,urban
HH00870,-1.913282,30.165294,Gasabo,Remera,1,2.0,piped,improved,medium,urban
HH00871,-1.928548,30.085211,Gasabo,Kimironko,1,5.0,piped,improved,very_low,urban
HH00872,-1.850322,30.07588,Gasabo,Kacyiru,2,5.0,piped,basic,medium,urban
HH00873,-1.879235,30.08549,Gasabo,Kimironko,0,5.0,piped,limited,high,urban
HH00874,-1.914601,30.159492,Gasabo,Remera,0,5.0,piped,limited,high,urban
HH00875,-1.922048,30.105149,Gasabo,Kimironko,0,2.0,protected_well,limited,low,rural
HH00876,-1.9059,30.094968,Gasabo,Kimironko,5,3.0,unprotected_well,limited,low,rural
HH00877,-1.894515,30.090352,Gasabo,Kimironko,3,4.0,piped,basic,medium,urban
HH00878,-1.822207,30.147281,Gasabo,Kacyiru,2,2.0,unprotected_well,open_defecation,medium,rural
HH00879,-1.821829,30.152023,Gasabo,Kacyiru,1,3.0,piped,improved,low,urban
HH00880,-1.875027,30.1312,Gasabo,Remera,2,1.0,protected_well,basic,medium,rural
HH00881,-1.915057,30.120792,Gasabo,Remera,0,2.0,protected_well,improved,low,urban
HH00882,-1.929444,30.096336,Gasabo,Kimironko,3,2.0,piped,improved,high,urban
HH00883,-1.828159,30.083938,Gasabo,Kacyiru,0,2.0,piped,limited,medium,urban
HH00884,-1.929311,30.107039,Gasabo,Kimironko,2,3.0,protected_well,basic,medium,urban
HH00885,-1.881553,30.143868,Gasabo,Remera,3,4.0,protected_well,improved,high,urban
HH00886,-1.853768,30.059606,Gasabo,Kacyiru,2,4.0,unprotected_well,improved,medium,urban
HH00887,-1.928586,30.107415,Gasabo,Kimironko,2,2.0,piped,basic,very_low,urban
HH00888,-1.846349,30.098461,Gasabo,Kacyiru,1,3.0,protected_well,open_defecation,low,urban
HH00889,-1.922532,30.158727,Gasabo,Remera,5,1.0,protected_well,open_defecation,very_low,rural
