household_id,lat,lon,district,sector,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,urban_rural,risk_score,risk_tier,top_drivers,intervention
HH00001,-1.955656,30.047895,Nyarugenge,Gitega,2,5.0,piped,open_defecation,low,urban,0.6817581326403982,high,Sanitation access | Income level | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00760,-1.888779,30.12801,Gasabo,Remera,0,2.0,protected_well,open_defecation,very_low,rural,0.9822143541898193,critical,Income level | Sanitation access | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00761,-1.926519,30.153723,Gasabo,Remera,1,5.0,piped,improved,very_low,urban,0.0995297724258243,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00762,-1.841115,30.141949,Gasabo,Kacyiru,0,4.0,protected_well,open_defecation,low,urban,0.8723264279228788,critical,Sanitation access | Income level | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00763,-1.875178,30.117409,Gasabo,Remera,1,1.0,protected_well,open_defecation,medium,rural,0.9255563493523311,critical,Sanitation access | Meal frequency (low) | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00764,-1.885975,30.105486,Gasabo,Kimironko,1,1.0,unprotected_well,basic,very_low,rural,0.9703364723598922,critical,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00765,-1.892555,30.106262,Gasabo,Kimironko,5,1.0,protected_well,open_defecation,low,rural,0.9910205785822104,critical,Sanitation access | Income level | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00766,-1.854059,30.136153,Gasabo,Kacyiru,4,2.0,unprotected_well,open_defecation,very_low,rural,0.9981696720023369,critical,Income level | Sanitation access | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00767,-1.877531,30.165276,Gasabo,Remera,1,2.0,river_lake,improved,medium,urban,0.6734707484824162,high,Water source quality | Meal frequency (low) | Income level,WASH upgrade — connect to protected/piped water source
HH00768,-1.870275,30.124044,Gasabo,Kacyiru,0,2.0,piped,improved,medium,urban,0.03709925998180275,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00769,-1.834044,30.159501,Gasabo,Kacyiru,5,1.0,unprotected_well,limited,low,rural,0.9910417858754268,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00770,-1.888955,30.156072,Gasabo,Remera,0,3.0,unprotected_well,improved,medium,urban,0.21816854007352804,low,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00771,-1.899806,30.151816,Gasabo,Remera,0,2.0,piped,open_defecation,very_low,urban,0.9428059264732538,critical,Income level | Sanitation access | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00772,-1.916604,30.152566,Gasabo,Remera,2,3.0,river_lake,open_defecation,very_low,rural,0.9984849632279967,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00773,-1.867715,30.06956,Gasabo,Kacyiru,2,5.0,protected_well,basic,medium,urban,0.15329082990368043,low,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00774,-1.853212,30.102532,Gasabo,Kacyiru,2,4.0,protected_well,basic,medium,urban,0.2288137698711064,low,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00775,-1.884331,30.11544,Gasabo,Remera,2,4.0,protected_well,improved,high,urban,0.026943838238041702,low,Water source quality | Number of children under 5 | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00776,-1.846201,30.144318,Gasabo,Kacyiru,1,3.0,piped,improved,medium,urban,0.03007190435556627,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00777,-1.890349,30.121569,Gasabo,Remera,4,3.0,unprotected_well,basic,low,rural,0.9019638609431286,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00778,-1.886449,30.093902,Gasabo,Kimironko,2,4.0,piped,improved,low,urban,0.07236524336320031,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00779,-1.901806,30.083035,Gasabo,Kimironko,3,1.0,protected_well,limited,low,rural,0.9503177691026963,critical,Income level | Sanitation access | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00780,-1.904575,30.105906,Gasabo,Kimironko,3,5.0,unprotected_well,improved,high,urban,0.07244886958027343,low,Water source quality | Number of children under 5 | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00781,-1.873697,30.084639,Gasabo,Kacyiru,3,3.0,piped,open_defecation,low,rural,0.8824028517777138,critical,Sanitation access | Income level | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00782,-1.916115,30.14509,Gasabo,Remera,2,5.0,piped,basic,low,urban,0.1435335633063913,low,Income level | Sanitation access | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00783,-1.890645,30.119056,Gasabo,Remera,3,1.0,protected_well,limited,low,rural,0.9503177691026963,critical,Income level | Sanitation access | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00784,-1.920891,30.083278,Gasabo,Kimironko,1,5.0,protected_well,improved,low,urban,0.10908673142530845,low,Income level | Water source quality | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00785,-1.886814,30.10979,Gasabo,Kimironko,1,3.0,piped,improved,medium,urban,0.03007190435556627,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00786,-1.925333,30.110156,Gasabo,Kimironko,0,2.0,unprotected_well,limited,very_low,rural,0.9822892019858968,critical,Income level | Water source quality | Sanitation access,Social protection — refer to Ubudehe / cash-transfer programme
HH00787,-1.828757,30.115209,Gasabo,Kacyiru,2,5.0,piped,limited,high,urban,0.06124837552499505,low,Sanitation access | Number of children under 5 | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00788,-1.904432,30.105476,Gasabo,Kimironko,0,5.0,protected_well,basic,medium,urban,0.09504668659863096,low,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00789,-1.845904,30.086983,Gasabo,Kacyiru,3,5.0,piped,basic,low,urban,0.18044636358076913,low,Income level | Sanitation access | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00790,-1.85889,30.108233,Gasabo,Kacyiru,3,1.0,piped,open_defecation,low,rural,0.9518233923764695,critical,Sanitation access | Income level | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00791,-1.88505,30.16026,Gasabo,Remera,5,1.0,piped,open_defecation,medium,rural,0.914992724036443,critical,Sanitation access | Meal frequency (low) | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00792,-1.915286,30.087396,Gasabo,Kimironko,3,5.0,piped,improved,low,urban,0.05918720638349153,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00793,-1.921875,30.101886,Gasabo,Kimironko,2,4.0,piped,improved,high,urban,0.008205807642804463,low,Number of children under 5 | Meal frequency (low) | Income level,Referral — CHW multi-child nutrition screening
HH00794,-1.839137,30.095173,Gasabo,Kacyiru,1,4.0,piped,improved,high,urban,0.006286505780806731,low,Meal frequency (low) | Number of children under 5 | Income level,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00795,-1.925859,30.093743,Gasabo,Kimironko,3,4.0,piped,improved,high,urban,0.010724988210392574,low,Number of children under 5 | Meal frequency (low) | Income level,Referral — CHW multi-child nutrition screening
HH00796,-1.891809,30.125236,Gasabo,Remera,3,4.0,protected_well,improved,low,urban,0.2568895275057178,low,Income level | Water source quality | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00797,-1.90055,30.111747,Gasabo,Kimironko,1,3.0,river_lake,improved,low,urban,0.7974745344685641,critical,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00798,-1.893375,30.139548,Gasabo,Remera,2,4.0,piped,limited,medium,urban,0.2437443603817279,low,Sanitation access | Income level | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00799,-1.854209,30.161504,Gasabo,Kacyiru,2,3.0,piped,improved,low,urban,0.11298842197274736,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00800,-1.843542,30.098391,Gasabo,Kacyiru,4,2.0,unprotected_well,open_defecation,very_low,rural,0.9981696720023369,critical,Income level | Sanitation access | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00801,-1.898695,30.120604,Gasabo,Remera,3,3.0,piped,improved,low,urban,0.14364572882404517,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00802,-1.827852,30.140608,Gasabo,Kacyiru,0,4.0,protected_well,improved,low,urban,0.13188714707017463,low,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00803,-1.829719,30.138823,Gasabo,Kacyiru,2,2.0,unprotected_well,open_defecation,low,urban,0.9907475910806516,critical,Sanitation access | Water source quality | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00804,-1.883875,30.10491,Gasabo,Kimironko,1,1.0,protected_well,basic,very_low,rural,0.9038979421148369,critical,Income level | Meal frequency (low) | Water source quality,Social protection — refer to Ubudehe / cash-transfer programme
HH00805,-1.923156,30.113135,Gasabo,Remera,0,3.0,river_lake,limited,very_low,urban,0.9912731903628685,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00806,-1.906577,30.081933,Gasabo,Kimironko,2,5.0,piped,basic,very_low,urban,0.33527420443402456,low,Income level | Sanitation access | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00807,-1.924716,30.126639,Gasabo,Remera,0,3.0,piped,improved,medium,urban,0.02310793562982779,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00808,-1.873478,30.061205,Gasabo,Kacyiru,3,2.0,piped,basic,low,urban,0.4935239730256373,moderate,Income level | Meal frequency (low) | Sanitation access,Social protection — refer to Ubudehe / cash-transfer programme
HH00809,-1.866502,30.101156,Gasabo,Kacyiru,3,4.0,piped,limited,medium,urban,0.2981869637975469,low,Sanitation access | Income level | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00810,-1.922494,30.107522,Gasabo,Kimironko,3,2.0,piped,improved,high,urban,0.02820718497085739,low,Meal frequency (low) | Number of children under 5 | Income level,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00811,-1.910325,30.060777,Gasabo,Kimironko,0,4.0,unprotected_well,improved,high,urban,0.05319088330716741,low,Water source quality | Meal frequency (low) | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00812,-1.924733,30.156021,Gasabo,Remera,2,2.0,piped,improved,medium,urban,0.06256368465560819,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00813,-1.841106,30.123767,Gasabo,Kacyiru,0,2.0,river_lake,improved,high,urban,0.3410081927110974,low,Water source quality | Meal frequency (low) | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00814,-1.922322,30.142407,Gasabo,Remera,1,4.0,piped,limited,low,urban,0.43279162270014904,moderate,Income level | Sanitation access | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00815,-1.867891,30.097449,Gasabo,Kacyiru,2,3.0,unprotected_well,improved,low,rural,0.6041003896287501,high,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00816,-1.907363,30.098947,Gasabo,Kimironko,0,2.0,unprotected_well,basic,very_low,rural,0.9390211209245436,critical,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00817,-1.892221,30.075794,Gasabo,Kimironko,3,2.0,piped,improved,medium,urban,0.08094278461680963,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00818,-1.923584,30.072812,Gasabo,Kimironko,1,3.0,protected_well,basic,medium,urban,0.269997481341305,low,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00819,-1.864521,30.07715,Gasabo,Kacyiru,4,1.0,unprotected_well,basic,medium,rural,0.8856865001471002,critical,Water source quality | Meal frequency (low) | Income level,WASH upgrade — connect to protected/piped water source
HH00820,-1.896335,30.092759,Gasabo,Kimironko,2,5.0,protected_well,improved,very_low,urban,0.3261410966560205,low,Income level | Water source quality | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00821,-1.855285,30.088134,Gasabo,Kacyiru,2,5.0,piped,improved,medium,urban,0.015199983723491092,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00822,-1.878768,30.094914,Gasabo,Kimironko,3,3.0,protected_well,improved,medium,urban,0.15352299276036105,low,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00823,-1.849689,30.095027,Gasabo,Kacyiru,2,4.0,protected_well,open_defecation,medium,urban,0.7907972481246184,critical,Sanitation access | Water source quality | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00824,-1.906595,30.166484,Gasabo,Remera,1,5.0,protected_well,improved,medium,urban,0.037811828010846954,low,Water source quality | Income level | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00825,-1.885374,30.093331,Gasabo,Kimironko,0,2.0,piped,basic,low,urban,0.29824375047154017,low,Income level | Meal frequency (low) | Sanitation access,Social protection — refer to Ubudehe / cash-transfer programme
HH00826,-1.896398,30.103188,Gasabo,Kimironko,0,5.0,piped,improved,medium,urban,0.00899971079292742,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00827,-1.921821,30.082297,Gasabo,Kimironko,1,3.0,river_lake,improved,medium,urban,0.5569017671678449,high,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00828,-1.921906,30.149255,Gasabo,Remera,3,2.0,piped,improved,high,urban,0.02820718497085739,low,Meal frequency (low) | Number of children under 5 | Income level,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00829,-1.908991,30.144928,Gasabo,Remera,1,2.0,piped,improved,medium,urban,0.04821872309178607,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00830,-1.851,30.105912,Gasabo,Kacyiru,2,4.0,piped,basic,high,urban,0.0281315775486874,low,Sanitation access | Number of children under 5 | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00831,-1.912862,30.136874,Gasabo,Remera,3,2.0,piped,limited,medium,urban,0.5329466404117341,moderate,Sanitation access | Meal frequency (low) | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00832,-1.855635,30.06526,Gasabo,Kacyiru,2,3.0,piped,basic,low,urban,0.31008242735146885,low,Income level | Sanitation access | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00833,-1.872954,30.144086,Gasabo,Kacyiru,2,4.0,piped,improved,very_low,urban,0.19037941778493983,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00834,-1.854175,30.148656,Gasabo,Kacyiru,3,3.0,piped,improved,medium,urban,0.05084798427290218,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00835,-1.923909,30.138521,Gasabo,Remera,2,5.0,piped,limited,high,urban,0.06124837552499505,low,Sanitation access | Number of children under 5 | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00836,-1.905069,30.10311,Gasabo,Kimironko,0,2.0,piped,limited,high,urban,0.14177004614792774,low,Sanitation access | Meal frequency (low) | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00837,-1.842345,30.05984,Gasabo,Kacyiru,2,3.0,piped,basic,medium,urban,0.12547613927882698,low,Income level | Sanitation access | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00838,-1.926737,30.154336,Gasabo,Remera,3,5.0,piped,improved,high,urban,0.006642362095667402,low,Number of children under 5 | Meal frequency (low) | Income level,Referral — CHW multi-child nutrition screening
HH00839,-1.876729,30.075398,Gasabo,Kimironko,3,4.0,unprotected_well,basic,very_low,urban,0.9286944357793991,critical,Income level | Water source quality | Sanitation access,Social protection — refer to Ubudehe / cash-transfer programme
HH00840,-1.867758,30.144562,Gasabo,Kacyiru,5,2.0,river_lake,limited,low,rural,0.9956178693443611,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00841,-1.846318,30.074801,Gasabo,Kacyiru,1,2.0,protected_well,improved,low,urban,0.349988674732686,low,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00842,-1.835982,30.074245,Gasabo,Kacyiru,2,2.0,unprotected_well,open_defecation,high,urban,0.9195930348501541,critical,Sanitation access | Water source quality | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00843,-1.891143,30.083881,Gasabo,Kimironko,2,4.0,protected_well,improved,medium,urban,0.07733788944042971,low,Water source quality | Income level | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00844,-1.842133,30.077272,Gasabo,Kacyiru,0,2.0,unprotected_well,basic,medium,urban,0.6197028934726674,high,Water source quality | Meal frequency (low) | Income level,WASH upgrade — connect to protected/piped water source
HH00845,-1.901993,30.137822,Gasabo,Remera,3,2.0,river_lake,limited,low,rural,0.9926379881490774,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00846,-1.89074,30.160017,Gasabo,Remera,1,3.0,unprotected_well,limited,medium,urban,0.8255541378344283,critical,Water source quality | Sanitation access | Income level,WASH upgrade — connect to protected/piped water source
HH00847,-1.835012,30.111433,Gasabo,Kacyiru,0,2.0,unprotected_well,open_defecation,very_low,rural,0.9947732484145716,critical,Income level | Sanitation access | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00848,-1.859952,30.111987,Gasabo,Kacyiru,1,5.0,piped,limited,medium,urban,0.1302915891685763,low,Sanitation access | Income level | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00849,-1.901397,30.119098,Gasabo,Remera,0,3.0,unprotected_well,improved,medium,urban,0.21816854007352804,low,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00850,-1.891387,30.105464,Gasabo,Kimironko,1,5.0,piped,open_defecation,low,urban,0.619955264940178,high,Sanitation access | Income level | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00851,-1.881835,30.128026,Gasabo,Remera,1,2.0,piped,basic,low,urban,0.3592627968596579,moderate,Income level | Meal frequency (low) | Sanitation access,Social protection — refer to Ubudehe / cash-transfer programme
HH00852,-1.920467,30.160257,Gasabo,Remera,0,3.0,piped,improved,very_low,urban,0.18210449865056946,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00853,-1.912463,30.119334,Gasabo,Remera,1,2.0,protected_well,basic,low,urban,0.655909157686795,high,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00854,-1.885248,30.06586,Gasabo,Kimironko,0,2.0,piped,improved,medium,urban,0.03709925998180275,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00855,-1.918518,30.0927,Gasabo,Kimironko,3,3.0,protected_well,improved,very_low,rural,0.6329898404137418,high,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00856,-1.900614,30.120662,Gasabo,Remera,4,2.0,unprotected_well,basic,very_low,rural,0.9782146738691075,critical,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00857,-1.893179,30.100057,Gasabo,Kimironko,0,3.0,piped,improved,high,urban,0.007769449218182937,low,Meal frequency (low) | Number of children under 5 | Income level,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00858,-1.922495,30.134613,Gasabo,Remera,2,4.0,piped,improved,very_low,urban,0.19037941778493983,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00859,-1.912719,30.158988,Gasabo,Remera,2,3.0,protected_well,improved,very_low,urban,0.566809824731586,high,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00860,-1.862591,30.073844,Gasabo,Kacyiru,4,2.0,unprotected_well,limited,low,rural,0.9815246635322431,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00861,-1.903004,30.072045,Gasabo,Kimironko,0,3.0,protected_well,basic,medium,urban,0.2189706017386576,low,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00862,-1.835792,30.081747,Gasabo,Kacyiru,2,2.0,protected_well,basic,medium,urban,0.4454528913938107,moderate,Water source quality | Meal frequency (low) | Income level,WASH upgrade — connect to protected/piped water source
HH00863,-1.889521,30.164468,Gasabo,Remera,3,5.0,unprotected_well,improved,low,urban,0.42604538467068115,moderate,Water source quality | Income level | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00864,-1.868673,30.061997,Gasabo,Kacyiru,1,3.0,protected_well,improved,medium,urban,0.09444897741365703,low,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00865,-1.827233,30.137842,Gasabo,Kacyiru,0,5.0,river_lake,limited,medium,urban,0.8183888771234786,critical,Water source quality | Sanitation access | Income level,WASH upgrade — connect to protected/piped water source
HH00866,-1.875489,30.126355,Gasabo,Remera,3,3.0,protected_well,limited,high,urban,0.4390478817726759,moderate,Sanitation access | Water source quality | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00867,-1.904038,30.077575,Gasabo,Kimironko,1,2.0,protected_well,limited,medium,urban,0.689758255026754,high,Sanitation access | Water source quality | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00868,-1.887485,30.11424,Gasabo,Remera,3,3.0,river_lake,improved,low,rural,0.871557725527062,critical,Water source quality | Income level | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00869,-1.865135,30.139732,Gasabo,Kacyiru,3,5.0,piped,improved,low,urban,0.05918720638349153,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00870,-1.913282,30.165294,Gasabo,Remera,1,2.0,piped,improved,medium,urban,0.04821872309178607,low,Meal frequency (low) | Income level | Number of children under 5,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00871,-1.928548,30.085211,Gasabo,Kimironko,1,5.0,piped,improved,very_low,urban,0.0995297724258243,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00872,-1.850322,30.07588,Gasabo,Kacyiru,2,5.0,piped,basic,medium,urban,0.051025620833184605,low,Income level | Sanitation access | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00873,-1.879235,30.08549,Gasabo,Kimironko,0,5.0,piped,limited,high,urban,0.03651855451360306,low,Sanitation access | Number of children under 5 | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00874,-1.914601,30.159492,Gasabo,Remera,0,5.0,piped,limited,high,urban,0.03651855451360306,low,Sanitation access | Number of children under 5 | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00875,-1.922048,30.105149,Gasabo,Kimironko,0,2.0,protected_well,limited,low,rural,0.8407653641434475,critical,Income level | Sanitation access | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00876,-1.9059,30.094968,Gasabo,Kimironko,5,3.0,unprotected_well,limited,low,rural,0.9772059434663767,critical,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00877,-1.894515,30.090352,Gasabo,Kimironko,3,4.0,piped,basic,medium,urban,0.10336321999133753,low,Income level | Sanitation access | Number of children under 5,Sanitation — install improved latrine (VIP/pour-flush)
HH00878,-1.822207,30.147281,Gasabo,Kacyiru,2,2.0,unprotected_well,open_defecation,medium,rural,0.9717182779066305,critical,Sanitation access | Water source quality | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00879,-1.821829,30.152023,Gasabo,Kacyiru,1,3.0,piped,improved,low,urban,0.0883390501222603,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00880,-1.875027,30.1312,Gasabo,Remera,2,1.0,protected_well,basic,medium,rural,0.5683694179598053,high,Meal frequency (low) | Water source quality | Income level,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00881,-1.915057,30.120792,Gasabo,Remera,0,2.0,protected_well,improved,low,urban,0.2898057937576434,low,Income level | Water source quality | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00882,-1.929444,30.096336,Gasabo,Kimironko,3,2.0,piped,improved,high,urban,0.02820718497085739,low,Meal frequency (low) | Number of children under 5 | Income level,Nutrition — enroll in supplementary feeding (RUTF / Imbuto)
HH00883,-1.828159,30.083938,Gasabo,Kacyiru,0,2.0,piped,limited,medium,urban,0.3333937774792193,low,Sanitation access | Meal frequency (low) | Income level,Sanitation — install improved latrine (VIP/pour-flush)
HH00884,-1.929311,30.107039,Gasabo,Kimironko,2,3.0,protected_well,basic,medium,urban,0.32801985474725753,low,Water source quality | Income level | Sanitation access,WASH upgrade — connect to protected/piped water source
HH00885,-1.881553,30.143868,Gasabo,Remera,3,4.0,protected_well,improved,high,urban,0.03512350197322243,low,Water source quality | Number of children under 5 | Meal frequency (low),WASH upgrade — connect to protected/piped water source
HH00886,-1.853768,30.059606,Gasabo,Kacyiru,2,4.0,unprotected_well,improved,medium,urban,0.22781623776546897,low,Water source quality | Income level | Number of children under 5,WASH upgrade — connect to protected/piped water source
HH00887,-1.928586,30.107415,Gasabo,Kimironko,2,2.0,piped,basic,very_low,urban,0.6908923689848632,high,Income level | Meal frequency (low) | Sanitation access,Social protection — refer to Ubudehe / cash-transfer programme
HH00888,-1.846349,30.098461,Gasabo,Kacyiru,1,3.0,protected_well,open_defecation,low,urban,0.9361616057191258,critical,Sanitation access | Income level | Water source quality,Sanitation — install improved latrine (VIP/pour-flush)
HH00889,-1.922532,30.158727,Gasabo,Remera,5,1.0,protected_well,open_defecation,very_low,rural,0.9969995547541878,critical,Income level | Sanitation access | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
HH00890,-1.883538,30.132213,Gasabo,Remera,2,4.0,piped,improved,medium,urban,0.02438187859077532,low,Income level | Number of children under 5 | Meal frequency (low),Social protection — refer to Ubudehe / cash-transfer programme
HH00891,-1.880956,30.058983,Gasabo,Kimironko,1,2.0,piped,basic,low,urban,0.3592627968596579,moderate,Income level | Meal frequency (low) | Sanitation access,Social protection — refer to Ubudehe / cash-transfer programme
HH00892,-1.917752,30.131405,Gasabo,Remera,2,2.0,river_lake,open_defecation,low,rural,0.9971673851791257,critical,Water source quality | Sanitation access | Income level,WASH upgrade — connect to protected/piped water source
HH00893,-1.880919,30.156998,Gasabo,Remera,1,3.0,piped,improved,medium,urban,0.03007190435556627,low,Income level | Meal frequency (low) | Number of children under 5,Social protection — refer to Ubudehe / cash-transfer programme
HH00894,-1.899383,30.069876,Gasabo,Kimironko,1,3.0,protected_well,open_defecation,high,urban,0.6119686203539716,high,Sanitation access | Water source quality | Meal frequency (low),Sanitation — install improved latrine (VIP/pour-flush)
